Symbol,Company Name,Prediction Horizon (Years),As Of Date,Predicted Total Return (%),Predicted CAGR (%),Annualized Volatility (%),Latest P/E Ratio,Latest Beta,Composite Risk Score,Risk Band (Composite),Risk Band (Volatility Only),Conservative Band,Expected Band,Optimistic Band
BAJAJHLDNG.NS,Bajaj Holdings & Investment Limited,1,18-06-2025,-9.94,-9.94,37.64,23.48,0.12,0.349,Medium,High,-10.94% – -9.94%,-8.94% – -6.94%,-5.94% – -1.94%
MGEL.NS,Mangalam Global Enterprise Limited,1,18-06-2025,-10.2,-10.2,61.32,19.65,0.1,0.4399,Medium,High,-11.2% – -10.2%,-9.2% – -7.2%,-6.2% – -2.2%
RAYMOND.NS,Raymond Limited,1,18-06-2025,-10.31,-10.31,89.19,83.46,-0.16,0.7,High,High,-11.31% – -10.31%,-9.31% – -7.31%,-6.31% – -2.31%
NAM-INDIA.NS,Nippon Life India Asset Management Limited,1,18-06-2025,-10.31,-10.31,42.75,37.43,0.21,0.5197,Medium,High,-11.31% – -10.31%,-9.31% – -7.31%,-6.31% – -2.31%
FIEMIND.NS,Fiem Industries Limited,1,18-06-2025,-10.31,-10.31,34.71,24.72,0.59,0.3491,Medium,High,-11.31% – -10.31%,-9.31% – -7.31%,-6.31% – -2.31%
GLAXO.NS,GlaxoSmithKline Pharmaceuticals Limited,1,18-06-2025,-10.34,-10.34,40.99,59.34,0.04,0.6099,High,High,-11.34% – -10.34%,-9.34% – -7.34%,-6.34% – -2.34%
BANG.NS,Bang Overseas Limited,1,18-06-2025,-10.36,-10.36,59.05,,-0.1,,Unknown,High,-11.36% – -10.36%,-9.36% – -7.36%,-6.36% – -2.36%
GOKULAGRO.NS,Gokul Agro Resources Limited,1,18-06-2025,-10.39,-10.39,54.66,17.93,0.04,0.4251,Medium,High,-11.39% – -10.39%,-9.39% – -7.39%,-6.39% – -2.39%
CUB.NS,City Union Bank Limited,1,18-06-2025,-10.41,-10.41,30.39,12.84,0.38,0.2039,Low,High,-11.41% – -10.41%,-9.41% – -7.41%,-6.41% – -2.41%
VALIANTORG.NS,Valiant Organics Limited,1,18-06-2025,-10.49,-10.49,48.37,,0.34,,Unknown,High,-11.49% – -10.49%,-9.49% – -7.49%,-6.49% – -2.49%
BLS.NS,BLS International Services Limited,1,18-06-2025,-10.5,-10.5,46.71,29.34,-0.14,0.49,Medium,High,-11.5% – -10.5%,-9.5% – -7.5%,-6.5% – -2.5%
NATHBIOGEN.NS,Nath Bio-Genes (India) Limited,1,18-06-2025,-10.65,-10.65,37.89,10.51,0.44,0.2789,Low,High,-11.65% – -10.65%,-9.65% – -7.65%,-6.65% – -2.65%
MTNL.NS,Mahanagar Telephone Nigam Limited,1,18-06-2025,-10.66,-10.66,65.55,,0.34,,Unknown,High,-11.66% – -10.66%,-9.66% – -7.66%,-6.66% – -2.66%
ASTRAZEN.NS,AstraZeneca Pharma India Limited,1,18-06-2025,-10.74,-10.74,46.6,208.31,0.03,0.666,High,High,-11.74% – -10.74%,-9.74% – -7.74%,-6.74% – -2.74%
GULFPETRO.NS,GP Petroleums Limited,1,18-06-2025,-10.79,-10.79,49.42,8.72,0.2,0.5442,Medium,High,-11.79% – -10.79%,-9.79% – -7.79%,-6.79% – -2.79%
IMPAL.NS,India Motor Parts & Accessories Limited,1,18-06-2025,-10.8,-10.8,35.46,16.9,0.13,0.2709,Low,High,-11.8% – -10.8%,-9.8% – -7.8%,-6.8% – -2.8%
AUBANK.NS,AU Small Finance Bank Limited,1,18-06-2025,-11.05,-11.05,32.65,28.17,0.48,0.3394,Medium,High,-12.05% – -11.05%,-10.05% – -8.05%,-7.05% – -3.05%
TEXINFRA.NS,Texmaco Infrastructure & Holdings Limited,1,18-06-2025,-11.18,-11.18,51.44,,0.65,,Unknown,High,-12.18% – -11.18%,-10.18% – -8.18%,-7.18% – -3.18%
NELCAST.NS,Nelcast Limited,1,18-06-2025,-11.48,-11.48,52.88,33,0.28,0.5543,Medium,High,-12.48% – -11.48%,-10.48% – -8.48%,-7.48% – -3.48%
ASAHIINDIA.NS,Asahi India Glass Limited,1,18-06-2025,-11.52,-11.52,38.59,50.51,0.29,0.5859,Medium,High,-12.52% – -11.52%,-10.52% – -8.52%,-7.52% – -3.52%
KOLTEPATIL.NS,Kolte-Patil Developers Limited,1,18-06-2025,-11.61,-11.61,39,32.52,0.04,0.4402,Medium,High,-12.61% – -11.61%,-10.61% – -8.61%,-7.61% – -3.61%
VETO.NS,Veto Switchgears and Cables Limited,1,18-06-2025,-11.64,-11.64,50.95,10.81,0.41,0.4,Medium,High,-12.64% – -11.64%,-10.64% – -8.64%,-7.64% – -3.64%
PENIND.NS,Pennar Industries Limited,1,18-06-2025,-11.88,-11.88,54.57,26.27,-0.56,0.4966,Medium,High,-12.88% – -11.88%,-10.88% – -8.88%,-7.88% – -3.88%
SAGCEM.NS,Sagar Cements Limited,1,18-06-2025,-11.94,-11.94,31.19,,0.42,,Unknown,High,-12.94% – -11.94%,-10.94% – -8.94%,-7.94% – -3.94%
ZYDUSLIFE.NS,Zydus Lifesciences Limited,1,18-06-2025,-11.96,-11.96,26.1,21.21,0.48,0.2142,Low,Medium,-12.96% – -11.96%,-10.96% – -8.96%,-7.96% – -3.96%
APOLLOTYRE.NS,Apollo Tyres Limited,1,18-06-2025,-11.97,-11.97,28.83,25.25,0.45,0.2762,Low,Medium,-12.97% – -11.97%,-10.97% – -8.97%,-7.97% – -3.97%
NESCO.NS,Nesco Limited,1,18-06-2025,-12.07,-12.07,29.99,19.27,0.46,0.2365,Low,Medium,-13.07% – -12.07%,-11.07% – -9.07%,-8.07% – -4.07%
OMINFRAL.NS,Om Infra Limited,1,18-06-2025,-12.12,-12.12,57.34,35.9,0.54,0.5868,Medium,High,-13.12% – -12.12%,-11.12% – -9.12%,-8.12% – -4.12%
DALBHARAT.NS,Dalmia Bharat Limited,1,18-06-2025,-12.16,-12.16,25.83,56.11,0.38,0.4583,Medium,Medium,-13.16% – -12.16%,-11.16% – -9.16%,-8.16% – -4.16%
AKSHOPTFBR.NS,Aksh Optifibre Limited,1,18-06-2025,-12.16,-12.16,64.14,,-0.17,,Unknown,High,-13.16% – -12.16%,-11.16% – -9.16%,-8.16% – -4.16%
GUJGASLTD.NS,Gujarat Gas Limited,1,18-06-2025,-12.21,-12.21,31.3,28.06,0.16,0.3249,Medium,High,-13.21% – -12.21%,-11.21% – -9.21%,-8.21% – -4.21%
GUJAPOLLO.NS,Gujarat Apollo Industries Limited,1,18-06-2025,-12.46,-12.46,56.66,189.34,-0.07,0.7,High,High,-13.46% – -12.46%,-11.46% – -9.46%,-8.46% – -4.46%
AMBER.NS,Amber Enterprises India Limited,1,18-06-2025,-12.52,-12.52,54.55,93.45,-0.26,0.7,High,High,-13.52% – -12.52%,-11.52% – -9.52%,-8.52% – -4.52%
VENUSREM.NS,Venus Remedies Limited,1,18-06-2025,-12.52,-12.52,47.53,12.84,0.62,0.3987,Medium,High,-13.52% – -12.52%,-11.52% – -9.52%,-8.52% – -4.52%
IL&FSTRANS.NS,IL&FS Transportation Networks Limited,1,18-06-2025,-12.59,-12.59,47.94,,-0.21,,Unknown,High,-13.59% – -12.59%,-11.59% – -9.59%,-8.59% – -4.59%
IEX.NS,Indian Energy Exchange Limited,1,18-06-2025,-12.62,-12.62,35.44,38.32,0.43,0.4543,Medium,High,-13.62% – -12.62%,-11.62% – -9.62%,-8.62% – -4.62%
SUPERSPIN.NS,Super Spinning Mills Limited,1,18-06-2025,-12.7,-12.7,54.9,,-0.36,,Unknown,High,-13.7% – -12.7%,-11.7% – -9.7%,-8.7% – -4.7%
STARPAPER.NS,Star Paper Mills Limited,1,18-06-2025,-12.74,-12.74,34.91,6.51,-0.3,0.3991,Medium,High,-13.74% – -12.74%,-11.74% – -9.74%,-8.74% – -4.74%
FSL.NS,Firstsource Solutions Limited,1,18-06-2025,-12.81,-12.81,49.47,45.33,0.67,0.6893,High,High,-13.81% – -12.81%,-11.81% – -9.81%,-8.81% – -4.81%
GODFRYPHLP.NS,Godfrey Phillips India Limited,1,18-06-2025,-12.81,-12.81,68.06,36.61,0.23,0.5852,Medium,High,-13.81% – -12.81%,-11.81% – -9.81%,-8.81% – -4.81%
PSB.NS,Punjab & Sind Bank,1,18-06-2025,-12.83,-12.83,48.01,20.63,0.36,0.4284,Medium,High,-13.83% – -12.83%,-11.83% – -9.83%,-8.83% – -4.83%
EIFFL.NS,Euro India Fresh Foods Limited,1,18-06-2025,-12.85,-12.85,41.64,95.96,-0.26,0.6164,High,High,-13.85% – -12.85%,-11.85% – -9.85%,-8.85% – -4.85%
BOMDYEING.NS,The Bombay Dyeing and Manufacturing Company Limited,1,18-06-2025,-12.97,-12.97,44.26,6.38,-0.09,0.4926,Medium,High,-13.97% – -12.97%,-11.97% – -9.97%,-8.97% – -4.97%
CALSOFT.NS,California Software Company Limited,1,18-06-2025,-13.08,-13.08,63.61,138.42,0.23,0.7,High,High,-14.08% – -13.08%,-12.08% – -10.08%,-9.08% – -5.08%
LAOPALA.NS,La Opala RG Limited,1,18-06-2025,-13.18,-13.18,37.21,30.21,0.21,0.4025,Medium,High,-14.18% – -13.18%,-12.18% – -10.18%,-9.18% – -5.18%
ITDC.NS,India Tourism Development Corporation Limited,1,18-06-2025,-13.39,-13.39,54.04,62.49,0.38,0.7,High,High,-14.39% – -13.39%,-12.39% – -10.39%,-9.39% – -5.39%
SREEL.NS,Sreeleathers Limited,1,18-06-2025,-13.47,-13.47,33.56,24.99,0.11,0.3212,Medium,High,-14.47% – -13.47%,-12.47% – -10.47%,-9.47% – -5.47%
V2RETAIL.NS,V2 Retail Limited,1,18-06-2025,-13.52,-13.52,48.31,89.09,0.78,0.7381,High,High,-14.52% – -13.52%,-12.52% – -10.52%,-9.52% – -5.52%
MOTHERSON.NS,Samvardhana Motherson International Limited,1,18-06-2025,-13.62,-13.62,36.94,27.3,1.14,0.5026,Medium,High,-14.62% – -13.62%,-12.62% – -10.62%,-9.62% – -5.62%
MANUGRAPH.NS,Manugraph India Limited,1,18-06-2025,-13.63,-13.63,64.52,,-0.44,,Unknown,High,-14.63% – -13.63%,-12.63% – -10.63%,-9.63% – -5.63%
ORIENTPPR.NS,Orient Paper & Industries Limited,1,18-06-2025,-13.65,-13.65,47.11,,0,,Unknown,High,-14.65% – -13.65%,-12.65% – -10.65%,-9.65% – -5.65%
KIRLOSENG.NS,Kirloskar Oil Engines Limited,1,18-06-2025,-13.67,-13.67,43.21,25.59,0.71,0.4642,Medium,High,-14.67% – -13.67%,-12.67% – -10.67%,-9.67% – -5.67%
HITECHCORP.NS,Hitech Corporation Limited,1,18-06-2025,-13.76,-13.76,54.95,36.4,0.57,0.598,Medium,High,-14.76% – -13.76%,-12.76% – -10.76%,-9.76% – -5.76%
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,1,18-06-2025,-13.88,-13.88,20.31,36.06,0.38,0.2836,Low,Medium,-14.88% – -13.88%,-12.88% – -10.88%,-9.88% – -5.88%
GTLINFRA.NS,GTL Infrastructure Limited,1,18-06-2025,-13.9,-13.9,55.34,,-0.27,,Unknown,High,-14.9% – -13.9%,-12.9% – -10.9%,-9.9% – -5.9%
FLEXITUFF.NS,Flexituff Ventures International Limited,1,18-06-2025,-13.92,-13.92,47.87,0.57,0.51,0.5305,Medium,High,-14.92% – -13.92%,-12.92% – -10.92%,-9.92% – -5.92%
BHARTIARTL.NS,Bharti Airtel Limited,1,18-06-2025,-13.98,-13.98,22.16,33.51,0.11,0.2802,Low,Medium,-14.98% – -13.98%,-12.98% – -10.98%,-9.98% – -5.98%
JUBLPHARMA.NS,Jubilant Pharmova Limited,1,18-06-2025,-14.25,-14.25,45.37,21.39,0.8,0.4691,Medium,High,-15.25% – -14.25%,-13.25% – -11.25%,-10.25% – -6.25%
KIRIINDUS.NS,Kiri Industries Limited,1,18-06-2025,-14.32,-14.32,51.44,13.68,-0.23,0.4,Medium,High,-15.32% – -14.32%,-13.32% – -11.32%,-10.32% – -6.32%
FEDERALBNK.NS,The Federal Bank Limited,1,18-06-2025,-14.5,-14.5,26.05,12.43,0.34,0.1605,Low,Medium,-15.5% – -14.5%,-13.5% – -11.5%,-10.5% – -6.5%
MAHSEAMLES.NS,Maharashtra Seamless Limited,1,18-06-2025,-14.55,-14.55,37.7,11.76,0.14,0.277,Low,High,-15.55% – -14.55%,-13.55% – -11.55%,-10.55% – -6.55%
LTIM.NS,LTIMindtree Limited,1,18-06-2025,-14.6,-14.6,30.41,34.85,0.56,0.3864,Medium,High,-15.6% – -14.6%,-13.6% – -11.6%,-10.6% – -6.6%
NECLIFE.NS,Nectar Lifesciences Limited,1,18-06-2025,-14.75,-14.75,56.11,29.37,0.66,0.5546,Medium,High,-15.75% – -14.75%,-13.75% – -11.75%,-10.75% – -6.75%
INSECTICID.NS,Insecticides (India) Limited,1,18-06-2025,-14.8,-14.8,42.25,18.76,0.09,0.3547,Medium,High,-15.8% – -14.8%,-13.8% – -11.8%,-10.8% – -6.8%
IFBAGRO.NS,IFB Agro Industries Limited,1,18-06-2025,-14.84,-14.84,52.28,31.29,0.42,0.5396,Medium,High,-15.84% – -14.84%,-13.84% – -11.84%,-10.84% – -6.84%
MARUTI.NS,Maruti Suzuki India Limited,1,18-06-2025,-14.87,-14.87,22.16,27.65,0.22,0.23,Low,Medium,-15.87% – -14.87%,-13.87% – -11.87%,-10.87% – -6.87%
MMTC.NS,MMTC Limited,1,18-06-2025,-14.94,-14.94,57.69,119.79,0.98,0.7968,High,High,-15.94% – -14.94%,-13.94% – -11.94%,-10.94% – -6.94%
BFINVEST.NS,BF Investment Limited,1,18-06-2025,-15.09,-15.09,44.55,8.3,-0.13,0.4955,Medium,High,-16.09% – -15.09%,-14.09% – -12.09%,-11.09% – -7.09%
CROMPTON.NS,Crompton Greaves Consumer Electricals Limited,1,18-06-2025,-15.16,-15.16,29.2,40.27,0.22,0.4086,Medium,Medium,-16.16% – -15.16%,-14.16% – -12.16%,-11.16% – -7.16%
VARROC.NS,Varroc Engineering Limited,1,18-06-2025,-15.18,-15.18,39.89,140.61,0.5,0.5989,Medium,High,-16.18% – -15.18%,-14.18% – -12.18%,-11.18% – -7.18%
TPLPLASTEH.NS,TPL Plastech Limited,1,18-06-2025,-15.22,-15.22,47.91,26.54,-0.06,0.478,Medium,High,-16.22% – -15.22%,-14.22% – -12.22%,-11.22% – -7.22%
OPTIEMUS.NS,Optiemus Infracom Limited,1,18-06-2025,-15.24,-15.24,65.22,92.33,-0.04,0.7,High,High,-16.24% – -15.24%,-14.24% – -12.24%,-11.24% – -7.24%
MAYURUNIQ.NS,Mayur Uniquoters Limited,1,18-06-2025,-15.33,-15.33,36.62,16.38,0.24,0.278,Low,High,-16.33% – -15.33%,-14.33% – -12.33%,-11.33% – -7.33%
SURANAT&P.NS,Surana Telecom and Power Limited,1,18-06-2025,-15.38,-15.38,52.23,11.08,0.28,0.4,Medium,High,-16.38% – -15.38%,-14.38% – -12.38%,-11.38% – -7.38%
PRAENG.NS,Prajay Engineers Syndicate Limited,1,18-06-2025,-15.41,-15.41,64.55,,-0.52,,Unknown,High,-16.41% – -15.41%,-14.41% – -12.41%,-11.41% – -7.41%
SOLARA.NS,Solara Active Pharma Sciences Limited,1,18-06-2025,-15.72,-15.72,49.57,3312.81,0.99,0.7939,High,High,-16.72% – -15.72%,-14.72% – -12.72%,-11.72% – -7.72%
TATASTEEL.NS,Tata Steel Limited,1,18-06-2025,-15.85,-15.85,28.4,55.23,1.12,0.6074,High,Medium,-16.85% – -15.85%,-14.85% – -12.85%,-11.85% – -7.85%
BANDHANBNK.NS,Bandhan Bank Limited,1,18-06-2025,-15.98,-15.98,41.09,10.54,0.45,0.3109,Medium,High,-16.98% – -15.98%,-14.98% – -12.98%,-11.98% – -7.98%
BALAJITELE.NS,Balaji Telefilms Limited,1,18-06-2025,-15.98,-15.98,50.91,,0.06,,Unknown,High,-16.98% – -15.98%,-14.98% – -12.98%,-11.98% – -7.98%
KAMDHENU.NS,Kamdhenu Limited,1,18-06-2025,-16.14,-16.14,56.75,14.18,1.79,0.6588,High,High,-17.14% – -16.14%,-15.14% – -13.14%,-12.14% – -8.14%
CAMS.NS,Computer Age Management Services Limited,1,18-06-2025,-16.17,-16.17,43.29,43.55,0.15,0.5776,Medium,High,-17.17% – -16.17%,-15.17% – -13.17%,-12.17% – -8.17%
KHAICHEM.NS,Khaitan Chemicals and Fertilizers Limited,1,18-06-2025,-16.28,-16.28,55.31,600,0.24,0.7,High,High,-17.28% – -16.28%,-15.28% – -13.28%,-12.28% – -8.28%
DHANUKA.NS,Dhanuka Agritech Limited,1,18-06-2025,-16.29,-16.29,40.7,25.52,0.26,0.3971,Medium,High,-17.29% – -16.29%,-15.29% – -13.29%,-12.29% – -8.29%
BPCL.NS,Bharat Petroleum Corporation Limited,1,18-06-2025,-16.32,-16.32,28.88,10.13,0.94,0.2768,Low,Medium,-17.32% – -16.32%,-15.32% – -13.32%,-12.32% – -8.32%
SESHAPAPER.NS,Seshasayee Paper and Boards Limited,1,18-06-2025,-16.45,-16.45,33.83,15.49,-0.25,0.2425,Low,High,-17.45% – -16.45%,-15.45% – -13.45%,-12.45% – -8.45%
LUPIN.NS,Lupin Limited,1,18-06-2025,-16.62,-16.62,29.47,27.12,0.31,0.2985,Low,Medium,-17.62% – -16.62%,-15.62% – -13.62%,-12.62% – -8.62%
CREATIVEYE.NS,Creative Eye Limited,1,18-06-2025,-16.63,-16.63,59.95,,-0.54,,Unknown,High,-17.63% – -16.63%,-15.63% – -13.63%,-12.63% – -8.63%
ELGIRUBCO.NS,Elgi Rubber Company Limited,1,18-06-2025,-16.75,-16.75,54.51,,0.01,,Unknown,High,-17.75% – -16.75%,-15.75% – -13.75%,-12.75% – -8.75%
LICHSGFIN.NS,LIC Housing Finance Limited,1,18-06-2025,-16.85,-16.85,30.84,6.07,0.39,0.3584,Medium,High,-17.85% – -16.85%,-15.85% – -13.85%,-12.85% – -8.85%
PAGEIND.NS,Page Industries Limited,1,18-06-2025,-16.95,-16.95,24.39,68.68,0.07,0.4439,Medium,Medium,-17.95% – -16.95%,-15.95% – -13.95%,-12.95% – -8.95%
PLASTIBLEN.NS,Plastiblends India Limited,1,18-06-2025,-16.96,-16.96,43.16,16.35,0.08,0.3432,Medium,High,-17.96% – -16.96%,-15.96% – -13.96%,-12.96% – -8.96%
MAHLIFE.NS,Mahindra Lifespace Developers Limited,1,18-06-2025,-17.01,-17.01,35.34,100.99,0,0.5534,Medium,High,-18.01% – -17.01%,-16.01% – -14.01%,-13.01% – -9.01%
CENTUM.NS,Centum Electronics Limited,1,18-06-2025,-17.05,-17.05,57.36,,0.23,,Unknown,High,-18.05% – -17.05%,-16.05% – -14.05%,-13.05% – -9.05%
VISHNU.NS,Vishnu Chemicals Limited,1,18-06-2025,-17.23,-17.23,43.97,28.97,-0.09,0.4594,Medium,High,-18.23% – -17.23%,-16.23% – -14.23%,-13.23% – -9.23%
TVSMOTOR.NS,TVS Motor Company Limited,1,18-06-2025,-17.25,-17.25,27.91,60.62,-0.04,0.4791,Medium,Medium,-18.25% – -17.25%,-16.25% – -14.25%,-13.25% – -9.25%
SHANTI.NS,Shanti Overseas (India) Limited,1,18-06-2025,-17.35,-17.35,53.3,,0.39,,Unknown,High,-18.35% – -17.35%,-16.35% – -14.35%,-13.35% – -9.35%
TIJARIA.NS,Tijaria Polypipes Limited,1,18-06-2025,-17.42,-17.42,47.67,,0.45,,Unknown,High,-18.42% – -17.42%,-16.42% – -14.42%,-13.42% – -9.42%
INSPIRISYS.NS,Inspirisys Solutions Limited,1,18-06-2025,-17.54,-17.54,55.87,15.28,0.5,0.4026,Medium,High,-18.54% – -17.54%,-16.54% – -14.54%,-13.54% – -9.54%
GODREJAGRO.NS,Godrej Agrovet Limited,1,18-06-2025,-17.64,-17.64,37.06,34.19,0.07,0.4351,Medium,High,-18.64% – -17.64%,-16.64% – -14.64%,-13.64% – -9.64%
RSWM.NS,RSWM Limited,1,18-06-2025,-17.76,-17.76,45.12,,0.32,,Unknown,High,-18.76% – -17.76%,-16.76% – -14.76%,-13.76% – -9.76%
KECL.NS,Kirloskar Electric Company Limited,1,18-06-2025,-17.78,-17.78,52.25,243.04,0.31,0.7,High,High,-18.78% – -17.78%,-16.78% – -14.78%,-13.78% – -9.78%
IOB.NS,Indian Overseas Bank,1,18-06-2025,-17.8,-17.8,41.73,21.48,0.21,0.3728,Medium,High,-18.8% – -17.8%,-16.8% – -14.8%,-13.8% – -9.8%
TEMBO.NS,Tembo Global Industries Limited,1,18-06-2025,-17.91,-17.91,54.05,23.58,0.97,0.5676,Medium,High,-18.91% – -17.91%,-16.91% – -14.91%,-13.91% – -9.91%
NITINSPIN.NS,Nitin Spinners Limited,1,18-06-2025,-18.23,-18.23,42.94,12.32,-0.21,0.3294,Medium,High,-19.23% – -18.23%,-17.23% – -15.23%,-14.23% – -10.23%
ZEEL.NS,Zee Entertainment Enterprises Limited,1,18-06-2025,-18.29,-18.29,43.7,18.63,0.26,0.3682,Medium,High,-19.29% – -18.29%,-17.29% – -15.29%,-14.29% – -10.29%
CONTROLPR.NS,Control Print Limited,1,18-06-2025,-18.4,-18.4,32.47,12.57,0.09,0.2247,Low,High,-19.4% – -18.4%,-17.4% – -15.4%,-14.4% – -10.4%
SHILPAMED.NS,Shilpa Medicare Limited,1,18-06-2025,-18.48,-18.48,50.09,112.62,0.24,0.7,High,High,-19.48% – -18.48%,-17.48% – -15.48%,-14.48% – -10.48%
JUSTDIAL.NS,Just Dial Limited,1,18-06-2025,-18.52,-18.52,47.56,12.75,0.13,0.3756,Medium,High,-19.52% – -18.52%,-17.52% – -15.52%,-14.52% – -10.52%
ELECTCAST.NS,Electrosteel Castings Limited,1,18-06-2025,-18.61,-18.61,52.13,11.11,-0.02,0.4,Medium,High,-19.61% – -18.61%,-17.61% – -15.61%,-14.61% – -10.61%
ORIENTCEM.NS,Orient Cement Limited,1,17-06-2025,-18.64,-18.64,38.22,57.62,-0.05,0.5822,Medium,High,-19.64% – -18.64%,-17.64% – -15.64%,-14.64% – -10.64%
AJOONI.NS,Ajooni Biotech Limited,1,18-06-2025,-18.83,-18.83,49.44,25.45,1.23,0.6298,High,High,-19.83% – -18.83%,-17.83% – -15.83%,-14.83% – -10.83%
EXPLEOSOL.NS,Expleo Solutions Limited,1,18-06-2025,-18.83,-18.83,37.32,19.29,-0.03,0.3099,Medium,High,-19.83% – -18.83%,-17.83% – -15.83%,-14.83% – -10.83%
SMSLIFE.NS,SMS Lifesciences India Limited,1,18-06-2025,-18.93,-18.93,59.84,17.3,0.37,0.4197,Medium,High,-19.93% – -18.93%,-17.93% – -15.93%,-14.93% – -10.93%
KKCL.NS,Kewal Kiran Clothing Limited,1,18-06-2025,-19,-19,30.4,20.96,-0.05,0.2551,Low,High,-20.0% – -19.0%,-18.0% – -16.0%,-15.0% – -11.0%
BVCL.NS,Barak Valley Cements Limited,1,18-06-2025,-19.05,-19.05,48.91,16.27,0.28,0.4,Medium,High,-20.05% – -19.05%,-18.05% – -16.05%,-15.05% – -11.05%
LTF.NS,L&T Finance Limited,1,18-06-2025,-19.07,-19.07,33.49,18.06,0.71,0.3025,Medium,High,-20.07% – -19.07%,-18.07% – -16.07%,-15.07% – -11.07%
BLUEDART.NS,Blue Dart Express Limited,1,18-06-2025,-19.09,-19.09,34.78,58.36,0.06,0.5478,Medium,High,-20.09% – -19.09%,-18.09% – -16.09%,-15.09% – -11.09%
MUNJALSHOW.NS,Munjal Showa Limited,1,18-06-2025,-19.1,-19.1,35.53,18.58,0.24,0.286,Low,High,-20.1% – -19.1%,-18.1% – -16.1%,-15.1% – -11.1%
TERASOFT.NS,Tera Software Limited,1,18-06-2025,-19.13,-19.13,63.74,35.59,0.21,0.5765,Medium,High,-20.13% – -19.13%,-18.13% – -16.13%,-15.13% – -11.13%
CIPLA.NS,Cipla Limited,1,18-06-2025,-19.2,-19.2,23.41,23.09,0.16,0.2034,Low,Medium,-20.2% – -19.2%,-18.2% – -16.2%,-15.2% – -11.2%
ORISSAMINE.NS,The Orissa Minerals Development Company Limited,1,18-06-2025,-19.42,-19.42,49.67,,0.52,,Unknown,High,-20.42% – -19.42%,-18.42% – -16.42%,-15.42% – -11.42%
NIBL.NS,NRB Industrial Bearings Limited,1,18-06-2025,-19.43,-19.43,61.39,3.55,0.28,0.55,Medium,High,-20.43% – -19.43%,-18.43% – -16.43%,-15.43% – -11.43%
GODREJIND.NS,Godrej Industries Limited,1,18-06-2025,-19.47,-19.47,44.69,46.15,0.26,0.6139,High,High,-20.47% – -19.47%,-18.47% – -16.47%,-15.47% – -11.47%
GILLANDERS.NS,Gillanders Arbuthnot and Company Limited,1,18-06-2025,-19.54,-19.54,44.62,11.19,0.3,0.3462,Medium,High,-20.54% – -19.54%,-18.54% – -16.54%,-15.54% – -11.54%
ESCORTS.NS,Escorts Kubota Limited,1,18-06-2025,-19.6,-19.6,31.8,31.72,0.18,0.3613,Medium,High,-20.6% – -19.6%,-18.6% – -16.6%,-15.6% – -11.6%
TAKE.NS,TAKE Solutions Limited,1,18-06-2025,-19.61,-19.61,48.61,173.2,0.36,0.6861,High,High,-20.61% – -19.61%,-18.61% – -16.61%,-15.61% – -11.61%
GINNIFILA.NS,Ginni Filaments Limited,1,18-06-2025,-19.63,-19.63,58.75,98.98,0.53,0.7056,High,High,-20.63% – -19.63%,-18.63% – -16.63%,-15.63% – -11.63%
PCJEWELLER.NS,PC Jeweller Limited,1,18-06-2025,-19.84,-19.84,57.82,18.52,0.27,0.4301,Medium,High,-20.84% – -19.84%,-18.84% – -16.84%,-15.84% – -11.84%
CREST.NS,Crest Ventures Limited,1,18-06-2025,-19.86,-19.86,48.45,13.11,-0.06,0.3845,Medium,High,-20.86% – -19.86%,-18.86% – -16.86%,-15.86% – -11.86%
RKFORGE.NS,Ramkrishna Forgings Limited,1,18-06-2025,-19.9,-19.9,41.84,34.79,0.23,0.4881,Medium,High,-20.9% – -19.9%,-18.9% – -16.9%,-15.9% – -11.9%
FLUOROCHEM.NS,Gujarat Fluorochemicals Limited,1,18-06-2025,-20.04,-20.04,35.97,70.64,-0.3,0.5597,Medium,High,-21.04% – -20.04%,-19.04% – -17.04%,-16.04% – -12.04%
GVT&D.NS,GE Vernova T&D India Ltd,1,18-06-2025,-20.3,-20.3,26.91,154.91,0.63,0.4949,Medium,Medium,-21.3% – -20.3%,-19.3% – -17.3%,-16.3% – -12.3%
BBTC.NS,"The Bombay Burmah Trading Corporation, Limited",1,18-06-2025,-20.65,-20.65,49.99,12.02,0.67,0.4343,Medium,High,-21.65% – -20.65%,-19.65% – -17.65%,-16.65% – -12.65%
ASAHISONG.NS,Asahi Songwon Colors Limited,1,18-06-2025,-20.79,-20.79,58.01,25.64,0.31,0.4912,Medium,High,-21.79% – -20.79%,-19.79% – -17.79%,-16.79% – -12.79%
WABAG.NS,VA Tech Wabag Limited,1,18-06-2025,-20.85,-20.85,48.14,31.1,0.95,0.6093,High,High,-21.85% – -20.85%,-19.85% – -17.85%,-16.85% – -12.85%
IGPL.NS,I G Petrochemicals Limited,1,18-06-2025,-20.87,-20.87,42.69,13.33,0.33,0.3269,Medium,High,-21.87% – -20.87%,-19.87% – -17.87%,-16.87% – -12.87%
RAMKY.NS,Ramky Infrastructure Limited,1,18-06-2025,-20.94,-20.94,50.06,18.15,0.09,0.427,Medium,High,-21.94% – -20.94%,-19.94% – -17.94%,-16.94% – -12.94%
GMBREW.NS,G.M. Breweries Limited,1,18-06-2025,-21.11,-21.11,48.96,12.8,0.26,0.3896,Medium,High,-22.11% – -21.11%,-20.11% – -18.11%,-17.11% – -13.11%
